iter	Logloss
113	0.3344209668
114	0.3343244341
115	0.3342212349
116	0.3340899573
117	0.3339866435
118	0.3338792152
119	0.3337673345
120	0.3336828924
121	0.3336009127
122	0.3335136086
123	0.3334143628
124	0.3333444716
125	0.3332608522
126	0.3331756645
127	0.3330738945
128	0.332984815
129	0.3328766349
130	0.3327690029
131	0.332663755
132	0.3325635971
133	0.3324970284
134	0.3324088382
135	0.3323330024
136	0.3322362755
137	0.332148049
138	0.3320732331
139	0.3319970994
140	0.3318857682
141	0.3318033298
142	0.3317424691
143	0.3316645018
144	0.331582623
145	0.3314612701
146	0.3313782778
147	0.3312924094
148	0.3311730779
149	0.3310808183
150	0.3309936024
151	0.3309163011
152	0.330844542
153	0.3307606924
154	0.3306555372
155	0.3305749632
156	0.3305128407
157	0.3304269515
158	0.330358722
159	0.3302656008
160	0.3302009315
161	0.330119484
162	0.3300290169
163	0.3299610157
164	0.3298865672
165	0.3297675626
166	0.3296999619
167	0.3296309934
168	0.3295426766
169	0.3294565144
170	0.329367891
171	0.3292643819
172	0.3291974899
173	0.3291141173
174	0.3290171715
175	0.328959872
176	0.3288527976
177	0.3287845501
178	0.3287329968
179	0.3286803082
180	0.3286111314
181	0.3285066712
182	0.3284556435
183	0.3283550619
184	0.3282663814
185	0.3281924421
186	0.3281069652
187	0.3280038526
188	0.3279208926
189	0.3278620686
190	0.3277726605
191	0.3276996291
192	0.3276384323
193	0.3275555315
194	0.3274947683
195	0.3274108909
196	0.3273356844
197	0.3272644263
198	0.3272153342
199	0.327169832
200	0.32711055
201	0.3270296055
202	0.3269664027
203	0.3268913409
204	0.3268141902
205	0.326732382
206	0.3266579283
207	0.326599629
208	0.3265334295
209	0.3264549373
210	0.3263752233
211	0.3262963419
212	0.3262156102
213	0.3261540144
214	0.3260870524
215	0.3260219704
216	0.3259402573
217	0.3258462482
218	0.3257640698
219	0.3257145514
220	0.3256400176
221	0.3255657196
222	0.3254903695
223	0.3254318724
224	0.3253300743
225	0.3252589508
226	0.325186038
227	0.325125178
228	0.3250195519
229	0.3249412616
230	0.3248858181
231	0.3247967704
232	0.3247345703
233	0.3246752725
234	0.3246189923
235	0.3245713242
236	0.3245296967
237	0.324475707
238	0.3244142424
239	0.3243266883
240	0.3242406604
241	0.3241751464
242	0.3241022199
243	0.324022407
244	0.3239434303
245	0.3238615684
246	0.3237887647
247	0.3237189056
248	0.3236461037
249	0.3235743821
250	0.3235296664
251	0.3234574063
252	0.3233757652
253	0.3233114418
254	0.3232415114
255	0.3231779724
256	0.3231062257
257	0.3230470439
258	0.3229770752
259	0.322886547
260	0.3228204847
261	0.3227248106
262	0.3226467268
263	0.3225762489
264	0.3225179363
265	0.3224459378
266	0.3223734358
267	0.3223001122
268	0.3222221199
269	0.3221771954
270	0.322113631
271	0.3220290219
272	0.3219621135
273	0.3218995562
274	0.321828513
275	0.3217510096
276	0.3217025943
277	0.3216208035
278	0.3215501724
279	0.3214840376
280	0.3214335978
281	0.3213681939
282	0.3212851927
283	0.3212139321
284	0.3211368102
285	0.3210786521
286	0.3210225498
287	0.3209269681
288	0.3208463097
289	0.3207764718
290	0.3206896583
291	0.3206184945
292	0.3205447357
293	0.3205007668
294	0.3204155045
295	0.3203604276
296	0.3203010245
297	0.3202228933
298	0.3201588926
299	0.3200958307
300	0.3200227642
301	0.3199652042
302	0.3198840009
303	0.3197993054
304	0.3197357519
305	0.3196501633
306	0.3195821569
307	0.3195254279
308	0.3194547517
309	0.3193918662
310	0.3193327722
311	0.3192684512
312	0.3192383287
313	0.3191776299
314	0.3191138492
315	0.3190440477
316	0.3189590045
317	0.3189236373
318	0.3188516321
319	0.3187870952
320	0.3187266919
321	0.3186620913
322	0.3185907169
323	0.3185248937
324	0.318467174
325	0.3184091587
326	0.318334724
327	0.3182669044
328	0.3181658597
329	0.3181248228
330	0.3180440305
331	0.3179842426
332	0.3179218779
333	0.3178528995
334	0.3177731
335	0.3177416889
336	0.3176491908
337	0.3175608456
338	0.317505161
339	0.3174463877
340	0.3173860578
341	0.3173145496
342	0.3172540076
343	0.3171717671
344	0.3171165351
345	0.3170378513
346	0.3169796439
347	0.3169185383
348	0.3168633735
349	0.316807295
350	0.3167257567
351	0.3166780387
352	0.3166484124
353	0.3165699593
354	0.3165073021
355	0.3164357233
356	0.3163631751
357	0.3162967293
358	0.3162201521
359	0.316162685
360	0.3161130904
361	0.3160501885
362	0.3159875996
363	0.3159434872
364	0.3158757848
365	0.3158400268
366	0.3157764829
367	0.315703091
368	0.3156723485
369	0.3156268648
370	0.3155723806
371	0.3155117275
372	0.3154525348
373	0.315381882
374	0.3152946261
375	0.3152374742
376	0.3151437431
377	0.3150729441
378	0.3149972404
379	0.314953525
380	0.3148956544
381	0.3148485065
382	0.3147974044
383	0.3147320391
384	0.3146799716
385	0.3146331386
386	0.3145908663
387	0.3145298327
388	0.3144593609
389	0.3143848304
390	0.3143225975
391	0.3142422192
392	0.3141732214
393	0.3141175759
394	0.3140678834
395	0.3140240502
396	0.3139654237
397	0.3138947304
398	0.3138546071
399	0.3137822793
400	0.3137303007
401	0.3136611417
402	0.3136318669
403	0.313571658
404	0.3135065888
405	0.3134491964
406	0.3133906957
407	0.3133161984
408	0.3132588298
409	0.3131816096
410	0.3131315117
411	0.3130924505
412	0.313017102
413	0.3129717474
414	0.3129020711
415	0.3128303952
416	0.3127842238
417	0.3127278908
418	0.3126534458
419	0.3125885076
420	0.3125214632
421	0.3124709357
422	0.3124089739
423	0.3123375617
424	0.3122798054
425	0.312238416
426	0.312163793
427	0.3121068608
428	0.3120625867
429	0.3120136274
430	0.3119461801
431	0.3118606736
432	0.311786493
433	0.3117277261
434	0.3116793062
435	0.3116150034
436	0.3115468455
437	0.3115064746
438	0.3114474687
439	0.3114128254
440	0.3113629836
441	0.311282087
442	0.3112163718
443	0.3111741139
444	0.3111268451
445	0.311074415
446	0.3110143667
447	0.3109461456
448	0.3109008801
449	0.3108498583
450	0.3108042714
451	0.3107406596
452	0.3106877563
453	0.3106503615
454	0.3106093604
455	0.3105768099
456	0.3105385205
457	0.3104847077
458	0.3104196962
459	0.3103706532
460	0.3103104386
461	0.3102369886
462	0.3101818116
463	0.3101509043
464	0.3100992164
465	0.3100619585
466	0.310015103
467	0.3099762409
468	0.3099193677
469	0.3098378481
470	0.3097650861
471	0.3097245949
472	0.3096791893
473	0.3096432906
474	0.3096049337
475	0.3095190439
476	0.3094545471
477	0.3093839886
478	0.309344781
479	0.3092770005
480	0.3092298049
481	0.3091857392
482	0.3091655224
483	0.3091401773
484	0.3090767383
485	0.3090271941
486	0.309004573
487	0.3089646848
488	0.30892326
489	0.3088429768
490	0.3087919929
491	0.3087432862
492	0.3086711168
493	0.3086135545
494	0.3085543403
495	0.3085070997
496	0.3084480474
497	0.3084016283
498	0.3083427479
499	0.3082880251
500	0.3082410325
501	0.3081815322
502	0.3081275899
503	0.3080842203
504	0.308035566
505	0.307989567
506	0.3079442937
507	0.3079152663
508	0.307884823
509	0.3078291779
510	0.3077663964
511	0.3076960539
512	0.307630282
513	0.307594232
514	0.3075479979
515	0.3074949341
516	0.3074476951
517	0.3073856852
518	0.3073414548
519	0.3072977506
520	0.3072475487
521	0.3071935902
522	0.3071352305
523	0.3070611345
524	0.306996623
525	0.3069326822
526	0.3068925352
527	0.3068459276
528	0.3067892075
529	0.306715282
530	0.3066587071
531	0.3066076654
532	0.3065304301
533	0.3064772626
534	0.3064245661
535	0.3063436686
536	0.306293547
537	0.3062469301
538	0.3061887269
539	0.3061519804
540	0.3061020228
541	0.3060471125
542	0.306009474
543	0.3059486468
544	0.3058904448
545	0.3058319649
546	0.3057527223
547	0.305663719
548	0.3056310386
549	0.3055902934
550	0.3055354319
551	0.3055003542
552	0.3054184148
553	0.3053684244
554	0.3053052911
555	0.3052422206
556	0.3051765131
557	0.3051222225
558	0.305048675
559	0.3050156186
560	0.3049590095
561	0.3049209446
562	0.3048814046
563	0.3048567774
564	0.3047970687
565	0.3047432061
566	0.3047034707
567	0.3046485306
568	0.3045993675
569	0.3045644494
570	0.3045157055
571	0.3044553514
572	0.3043982745
573	0.304375275
574	0.3043111544
575	0.3042592816
576	0.3042127531
577	0.304157398
578	0.3041222038
579	0.3040519879
580	0.3040219079
581	0.3039658619
582	0.3039295759
583	0.3038875958
584	0.3038499608
585	0.3037982844
586	0.3037225849
587	0.3036916231
588	0.3036300168
589	0.3035733941
590	0.3035205212
591	0.3034568975
592	0.3034067415
593	0.3033542222
594	0.3033043131
595	0.303256155
596	0.3032207703
597	0.3031643664
598	0.3031202759
599	0.3030767762
600	0.3030132693
601	0.3029601458
602	0.3029051151
603	0.3028483279
604	0.3028037635
605	0.3027301434
606	0.3026789853
607	0.3026345215
608	0.30256686
609	0.302523682
610	0.302477149
611	0.3024192778
612	0.3023779743
613	0.3023275735
614	0.3022776503
615	0.302213172
616	0.302168515
617	0.3021053528
618	0.3020312517
619	0.3019731366
620	0.3018997457
621	0.3018522282
622	0.3017953977
623	0.3017356939
624	0.3016978228
625	0.3016511354
626	0.3015943462
627	0.3015650437
628	0.3015155159
629	0.3014472275
630	0.3013924403
631	0.3013585667
632	0.3013149105
633	0.3012515788
634	0.3011965919
635	0.3011415999
636	0.3010969634
637	0.3010364095
638	0.300990894
639	0.3009426966
640	0.3008970933
641	0.3008581399
642	0.300817441
643	0.3007634379
644	0.3007033132
645	0.3006790161
646	0.3006270135
647	0.3005897378
648	0.3005384397
649	0.3004769462
650	0.3004218576
651	0.300365431
652	0.3003106427
653	0.3002606761
654	0.3002175903
655	0.3001660267
656	0.3000943437
657	0.3000398639
658	0.2999719054
659	0.2999218071
660	0.299903219
661	0.2998585836
662	0.2997945125
663	0.2997502562
664	0.2996886978
665	0.2996545901
666	0.2995925413
667	0.2995289699
668	0.2994593724
669	0.29940537
670	0.2993605837
671	0.2992985045
672	0.299232673
673	0.2991779017
674	0.2991319293
675	0.2990702029
676	0.2990449478
677	0.2989827339
678	0.2989483189
679	0.2988871096
680	0.298854424
681	0.2988198932
682	0.2987656456
683	0.2987137114
684	0.2986896801
685	0.2986239607
686	0.2985666201
687	0.2985235676
688	0.2984801849
689	0.2984415645
690	0.2983858379
691	0.2983440847
692	0.2982979694
693	0.2982534692
694	0.298201559
695	0.2981545739
696	0.2981154987
697	0.2980803949
698	0.2980373698
699	0.2979964393
700	0.2979571874
701	0.2979065058
702	0.2978546376
703	0.2978119041
704	0.2977523191
705	0.2976933368
706	0.2976494146
707	0.2976183311
708	0.2975779487
709	0.297525552
710	0.2974784954
711	0.2974123384
712	0.2973741284
713	0.2973361542
714	0.2972857848
715	0.2972367052
716	0.297185431
717	0.2971452188
718	0.2970988854
719	0.29705196
720	0.2970011442
721	0.2969399115
722	0.2969019227
723	0.2968408488
724	0.2967920741
725	0.2967582726
726	0.2966952553
727	0.2966543484
728	0.2966072016
729	0.2965709614
730	0.2965158979
731	0.2964691995
732	0.2964170404
733	0.2963901046
734	0.2963468005
735	0.2963118495
736	0.29624917
737	0.2961993175
738	0.2961612599
739	0.2961208719
740	0.2960881214
741	0.2960462843
742	0.296001602
743	0.2959588444
744	0.2959109106
745	0.2958702806
746	0.2957988678
747	0.2957554042
748	0.2956955029
749	0.2956449424
750	0.2955944628
751	0.2955393459
752	0.2954899849
753	0.2954588002
754	0.2954018576
755	0.2953610722
756	0.2953365252
757	0.2952754976
758	0.2952211326
759	0.2951746819
760	0.2951216726
761	0.2950838987
762	0.2950492619
763	0.2949862538
764	0.2949409033
765	0.2948936575
766	0.2948578395
767	0.2948174263
768	0.2947915607
769	0.29475312
770	0.2947038234
771	0.2946721884
772	0.2946186492
773	0.2945784981
774	0.2945264661
775	0.2944819959
776	0.294453795
777	0.2944015366
778	0.2943471364
779	0.2943155706
780	0.2942495454
781	0.2942015863
782	0.2941476438
783	0.2941078769
784	0.2940689379
785	0.2940177522
786	0.293970543
787	0.2939247658
788	0.2938983114
789	0.2938688469
790	0.2938149262
791	0.293767955
792	0.293731222
793	0.2936742411
794	0.2936076757
795	0.2935901677
796	0.2935607367
797	0.29349156
798	0.2934382591
799	0.2933901536
800	0.2933578486
801	0.293313359
802	0.2932568916
803	0.2932141106
804	0.2931677518
805	0.2931196294
806	0.2930831835
807	0.2930432223
808	0.2929977263
809	0.2929477426
810	0.2929123927
811	0.2928727252
812	0.2928298433
813	0.2928032739
814	0.292762962
815	0.2926971004
816	0.2926503851
817	0.29258545
818	0.2925269736
819	0.292472673
820	0.2924372733
821	0.2923851068
822	0.292334085
823	0.2922970801
824	0.2922654732
825	0.2922219506
826	0.2921757096
827	0.2921158168
828	0.2920545274
829	0.2920042124
830	0.2919679221
831	0.2919126826
832	0.2918593456
833	0.2918219573
834	0.2917856025
835	0.2917365872
836	0.2916753173
837	0.2916213145
838	0.2915886683
839	0.2915409155
840	0.2914980047
841	0.2914428461
842	0.2913756241
843	0.2913403925
844	0.291321338
845	0.2912837636
846	0.2912180534
847	0.291182688
848	0.2911366521
849	0.2910815675
850	0.2910453021
851	0.2909890405
852	0.2909487874
853	0.2908877682
854	0.2908464377
855	0.2907881469
856	0.2907633711
857	0.2907036113
858	0.2906496288
859	0.2905991036
860	0.290535439
861	0.2904935203
862	0.2904479562
863	0.2904213216
864	0.2903702941
865	0.2903022992
866	0.2902513434
867	0.2902168732
868	0.2901767106
869	0.2901339076
870	0.2900728832
871	0.2900315072
872	0.2900009687
873	0.2899682127
874	0.2899376328
875	0.2898788251
876	0.289839849
877	0.2897789449
878	0.2897461859
879	0.2897116821
880	0.2896593504
881	0.289608573
882	0.2895609653
883	0.2895310728
884	0.2895024562
885	0.289447998
886	0.2893996959
887	0.2893497241
888	0.2892850706
889	0.2892213733
890	0.2891890759
891	0.2891525364
892	0.2891164083
893	0.289068184
894	0.2890255126
895	0.2889823068
896	0.2889238899
897	0.2888848506
898	0.2888316056
899	0.288774786
900	0.2887349346
901	0.28869334
902	0.2886447233
903	0.2885834855
904	0.2885392893
905	0.2885024631
906	0.2884633889
907	0.2884302248
908	0.2883815398
909	0.288343987
910	0.2882934289
911	0.2882541202
912	0.2882183197
913	0.288186218
914	0.2881602843
915	0.2881147497
916	0.2880805478
917	0.2880284391
918	0.2879897423
919	0.2879481686
920	0.2879096981
921	0.287842416
922	0.2877633242
923	0.287722647
924	0.2876674007
925	0.2876257272
926	0.2875975345
927	0.2875695092
928	0.2875333976
929	0.2875008818
930	0.2874811631
931	0.2874321042
932	0.2873808653
933	0.2873379765
934	0.2873049447
935	0.2872562484
936	0.2872120288
937	0.2871515272
938	0.287124913
939	0.2870705025
940	0.2870313637
941	0.2869786434
942	0.2869326367
943	0.2868799342
944	0.2868459608
945	0.2868117351
946	0.2867618405
947	0.2867398384
948	0.2867006409
949	0.2866559462
950	0.2866057723
951	0.2865594209
952	0.2865218972
953	0.2864704756
954	0.2864020265
955	0.2863777488
956	0.2863373408
957	0.2862893295
958	0.2862506368
959	0.2862144928
960	0.2861635783
961	0.2861159193
962	0.2860518827
963	0.2860210639
964	0.2859782435
965	0.2859498345
966	0.2859168954
967	0.2858789508
968	0.2858534582
969	0.2858081121
970	0.2857568403
971	0.285708222
972	0.2856594242
973	0.2856300023
974	0.2855915681
975	0.2855525064
976	0.285498678
977	0.2854654054
978	0.2854297699
979	0.2853905713
980	0.285352663
981	0.2853009425
982	0.2852637209
983	0.2852212852
984	0.2851941276
985	0.2851663959
986	0.2851247637
987	0.2850796499
988	0.2850257791
989	0.2850014824
990	0.2849551727
991	0.2849092474
992	0.2848604122
993	0.2848257524
994	0.2847846121
995	0.2847607661
996	0.2847082706
997	0.2846573156
998	0.2846154682
999	0.2845783499
